record_id,model,concerns_living_things,organisms,organism_level,topic,about_organisms_themselves,ecological_purpose_stated,form,language,model_reason,input_tokens,output_tokens,thinking_tokens
oai:open.canada.ca:09266718-7281-5ac7-ba65-e2705e1506c7,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,"The record describes seismic and magnetotelluric data collected for geological research, which does not involve living organisms.",842,115,
oai:borealisdata.ca-dataverse-ubc:151077_150149,gemini-3.1-flash-lite,True,Pinus contorta; Dothistroma septosporum; P. contorta; P. banksiana,species,organisms,not_applicable,not_applicable,dataset,english,The record describes a gene expression analysis study focusing on the interaction between specific tree and fungal species.,2997,148,
oai:borealisdata.ca:203471_200569,gemini-3.1-flash-lite,True,wooded areas,group,land_and_boundaries,not_applicable,no,dataset,english,"The record is a georeferenced historical topographic map which depicts land features including wooded areas, but does not have an ecological or conservation purpose.",1099,132,
oai:open.canada.ca:7966e0fc-8608-4727-9e3f-bf5180113690,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,french,The record concerns economic data regarding asset resilience and does not mention living organisms or ecosystems.,788,108,
oai:catalogue.data.gov.bc.ca:courts-completed-criminal-case-timeliness-5-year-location-report-dashboard-data,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,The record concerns administrative data regarding court case timeliness and does not mention living organisms or ecosystems.,984,109,
oai:datastream.org:https://datastream.org/en-ca/dataset/e2fa9823-6f54-4110-8fa1-92a312a432e9,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,"The record describes a water quality monitoring dataset focused on physical and chemical variables like nutrients, metals, and ions, with no mention of living organisms.",941,122,
oai:catalogue.data.gov.bc.ca:placer-tenures-lillooet-tsa,gemini-3.1-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,"The record describes a dataset of placer mining tenures in the Lillooet Forest District, which is a land-based administrative record.",767,120,
oai:borealisdata.ca-dataverse-lethbridge:860636_854807,gemini-3.1-flash-lite,True,Tufted Puffin; Fratercula cirrhata; Seabirds,species,organisms,not_applicable,not_applicable,dataset,english,The record provides genetic data for the Tufted Puffin to study population structure and conservation units.,1033,137,
oai:borealisdata.ca:49767_49766,gemini-3.1-flash-lite,True,,none,organisms,not_applicable,not_applicable,dataset,english,"The record contains genetic sequence data which pertains to living organisms, though no specific organisms are named.",732,110,
oai:open.toronto.ca:police-annual-statistical-report-gross-operating-budget,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,The record describes a dataset regarding the annual operating budget and statistical reporting for the Toronto Police Service.,898,110,
oai:borealisdata.ca:70519_116,gemini-3.1-flash-lite,True,humans,species,human_health,not_applicable,not_applicable,dataset,english,"The record is a survey dataset concerning human health behaviors, specifically alcohol consumption and gambling habits.",1206,119,
oai:borealisdata.ca-dataverse-odesi-data:599343_493340,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,"The record describes a labour force survey focused on employment, unemployment, and economic demographics, which does not concern living organisms or ecosystems.",1212,117,
oai:open.canada.ca:c063969a-403c-4c13-85fc-2282c3c4e2d1,gemini-3.1-flash-lite,True,espèces d'arbres,group,habitat_or_ecosystem,not_applicable,not_applicable,dataset,french,"The record describes a dataset of greenhouse gas emissions for forested ecosystems in Yoho National Park, focusing on carbon dynamics rather than the management of the trees themselves.",1484,139,
oai:datastream.org:https://datastream.org/dataset/14df89ea-b278-4c5e-b722-3302b09a7043,gemini-3.1-flash-lite,True,,none,habitat_or_ecosystem,not_applicable,not_applicable,report,french,"The record describes a water quality monitoring program for lakes in Val-des-Monts, which is an ecosystem-focused activity.",870,122,
oai:open.canada.ca:fa518eb5-609a-41b7-8724-684bcc16c3a9,gemini-3.1-flash-lite,True,humans,species,human_health,not_applicable,not_applicable,dataset,french,The record provides statistical data on human life expectancy across various Canadian regions and demographics.,973,117,
oai:datadryad.org:doi:10.5061/dryad.1ns1rn8rm,gemini-3.1-flash-lite,True,Sphagnum; peat mosses; vascular plant; Sphagnum fuscum; S. magellanicum,species,organisms,not_applicable,not_applicable,report,english,The record describes a study on the growth and environmental drivers of specific Sphagnum species in peatlands.,1092,153,
oai:open.canada.ca:30e31f61-97a8-4e87-a339-87bf6f138428,gemini-3.1-flash-lite,True,Poisson de fond; Morue; aiglefin; goberge; Poisson plat; Flétan de l'Atlantique; Flétan du Groenland; Myxine; Brosme; Chien de mer; Sébaste; Merluche-écureuil; Merlu argenté; Merluche blanche; Baudroie; Chabot; Raie; Loup de mer; Calmar; Hareng; Maquereau; Grands poissons pélagiques; Thon rouge; Autres thons; Espadon; Crabe des neiges; Autres crabes; Pétoncle; Palourde hauturière; Homard hauturier; Homard de la zone litigieuse; Buccin,species,forestry_agriculture_fisheries,no,not_applicable,dataset,french,"The record provides mapping data for commercial fisheries landings, focusing on catch weights and gear types rather than the biological characteristics of the species themselves.",1519,373,
oai:borealisdata.ca-dataverse-toronto:411394_80832_82098,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,report,english,The record describes a human-related incident involving the burning of a village and does not mention living organisms or ecosystems.,768,114,
oai:open.library.ubc.ca-cIRcle-collections-birs:oai:circle.library.ubc.ca:2429/72291,gemini-3.1-flash-lite,True,human; animal,group,other,not_applicable,not_applicable,report,english,"The record describes a research paper on reinforcement learning for robotic locomotion, using human and animal movement as a reference for simulation.",954,128,
oai:open.canada.ca:d0ec5070-683e-5dc9-b915-1e5815666adf,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,other,french,The record describes historical railway freight traffic data presented in an atlas and does not mention living organisms or ecological subjects.,927,113,
oai:open.canada.ca:c2bf018f-1028-5242-8d0a-b8289a67f0c9,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,"The record describes an airborne geophysical survey measuring magnetic and electromagnetic fields, which does not involve living organisms.",853,113,
oai:frdr-dfdr.ca-repo-collection-szechtmanlab:oai:www.frdr-dfdr.ca:1e68104c-cae6-44f4-8b1d-77077a15b6ff,gemini-3.1-flash-lite,True,rats; Male rats Long-Evans,species,organisms,not_applicable,not_applicable,dataset,english,The record describes a dataset containing behavioural data from experiments conducted on rats.,1292,122,
oai:open.canada.ca:eecf698d-3564-4116-8af8-567fac69b3c4,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,"The record is a financial and economic report regarding tax revenues and economic indicators, which does not involve living organisms.",781,113,
oai:open.library.ubc.ca-cIRcle-collections-birs:oai:circle.library.ubc.ca:2429/49214,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,other,english,The record is about mathematical structures and geometry and does not mention living things or ecosystems.,742,108,
oai:datadryad.org:doi:10.5061/dryad.xwdbrv1p8,gemini-3.1-flash-lite,True,Drosophila nigrospiracula; flies,species,organisms,not_applicable,not_applicable,dataset,english,"The record describes an experimental study on the behavioral trade-offs of a specific insect species, Drosophila nigrospiracula, in response to predators and parasites.",999,140,
oai:datadryad.org:doi:10.5061/dryad.ttdz08m93,gemini-3.1-flash-lite,True,fish,group,organisms,not_applicable,not_applicable,dataset,english,The record describes a dataset related to the development and validation of eDNA metabarcoding primers for identifying fish species.,989,122,
oai:datadryad.org:doi:10.5061/dryad.63xsj3v2g,gemini-3.1-flash-lite,True,bumble bee; Bombus,species,organisms,not_applicable,not_applicable,dataset,english,The record describes a study on the dietary patterns and pollen collection of bumble bee species.,1076,124,
oai:https-zenodo.org:10.5281/zenodo.17393661,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,"The record describes bathymetric and sonar imagery data collected from the seafloor, which are physical measurements without mention of living organisms.",892,119,
oai:borealisdata.ca:392114_200569,gemini-3.1-flash-lite,True,wooded areas,group,land_and_boundaries,not_applicable,no,dataset,english,"The record is a topographic map which includes natural features like wooded areas, but its primary purpose is cartographic representation of land features.",1097,129,
oai:geoportal.gov.mb.ca:c83dba7d911f428a84c88a68990626bd,gemini-3.1-flash-lite,True,Forests,group,forestry_agriculture_fisheries,no,not_applicable,dataset,english,"The record provides spatial data regarding managed forests in Canada, which relates to forestry management rather than the biological study of the trees themselves.",761,129,
oai:https-zenodo.org:10.5281/zenodo.15173440,gemini-3.1-flash-lite,False,,none,human_health,not_applicable,not_applicable,report,english,The record is a research paper concerning human psychological and neurological effects of emotional abuse and manipulation.,864,111,
oai:co-opendata-camaps.hub.arcgis.com:c0e173ff9f4c4c6fa1cb616fc8ccb7dd,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,"The record describes a dataset of groundwater quality measurements including chemical elements and metals, which are physical and chemical parameters.",871,115,
oai:open.canada.ca:d6e9726b-ed92-4ef5-afd4-1a219a22c42f,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,french,The record provides economic data regarding computer price indexes and does not mention living organisms or ecosystems.,877,109,
oai:borealisdata.ca:394871_200569,gemini-3.1-flash-lite,True,wooded areas,group,land_and_boundaries,not_applicable,no,dataset,english,"The record is a georeferenced topographic map which includes features like wooded areas, but its primary purpose is cartographic representation of land features.",1098,132,
oai:open.library.ubc.ca-cIRcle-collections-birs:oai:circle.library.ubc.ca:2429/55502,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,other,english,The record describes a mathematical and physical analysis of fluid mechanics and geophysics with no mention of living organisms.,749,114,
oai:borealisdata.ca-dataverse-toronto:67689_65708_65709_65713,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,"The record describes a physics experiment regarding icicle formation and water properties, which does not involve living organisms.",759,114,
oai:open.canada.ca:38af4271-d0c2-448b-9217-b5d0b0217c29,gemini-3.1-flash-lite,True,,none,habitat_or_ecosystem,not_applicable,not_applicable,dataset,french,"The record describes water quality indicators for Lake Winnipeg and its tributaries, focusing on nutrient concentrations and their impact on ecosystem health.",1183,120,
oai:https-zenodo.org:10.5281/zenodo.10594233,gemini-3.1-flash-lite,True,,none,forestry_agriculture_fisheries,no,not_applicable,dataset,english,"The record provides data related to fire hazard management in forests, which is a forestry-related topic, but it does not focus on specific organisms.",740,123,
oai:borealisdata.ca-dataverse-ubc:152326_150149,gemini-3.1-flash-lite,True,Crotalus oreganus; Western Rattlesnakes; reptile; snake,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset containing genetic information about Western Rattlesnakes to inform their conservation status.,1155,144,
oai:catalogue.data.gov.bc.ca:local-government-statistics-home-owner-grant-analysis-municipality-2003,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,The record describes financial and statistical data related to municipal home owner grants and government reporting.,884,108,
oai:catalogue-saintjohn.opendata.arcgis.com:cd6dea4fa9644dceba94935b275e5d4d,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,"The record describes the location of bus stops for a transit route, which is an administrative and transportation-related dataset.",753,114,
oai:open.library.ubc.ca-cIRcle-collections-birs:oai:circle.library.ubc.ca:2429/52334,gemini-3.1-flash-lite,True,plants; animals,group,organisms,not_applicable,not_applicable,other,english,"The record discusses developmental principles in plants and animals, focusing on biological systems.",754,119,
oai:datadryad.org:doi:10.5061/dryad.12jm63z9f,gemini-3.1-flash-lite,True,understory vegetation; plant,group,forestry_agriculture_fisheries,yes,not_applicable,report,english,The record is a research study comparing understory vegetation and forest structure between harvested and burned boreal forest sites to evaluate retention forestry practices.,1092,135,
oai:catalogue.data.gov.bc.ca:telus-utility-data,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,english,The record describes telecommunications infrastructure data and does not mention any living organisms or ecosystems.,898,108,
oai:borealisdata.ca-dataverse-guelph:106233_16_41153_41156,gemini-3.1-flash-lite,True,oats,species,forestry_agriculture_fisheries,yes,not_applicable,dataset,english,The record describes a field trial dataset focused on improving the yield and quality of oats through various agronomic management practices.,840,126,
oai:open.library.ubc.ca-cIRcle-collections-birs:oai:circle.library.ubc.ca:2429/77473,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,other,english,The record is a mathematical paper concerning algebra and group theory and does not mention any living organisms.,863,110,
oai:https-zenodo.org:10.5281/zenodo.15778242,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,other,english,The record describes a poster about digital research infrastructure services and does not mention any living organisms or ecological topics.,884,112,
oai:datadryad.org:doi:10.5061/dryad.280gb5mzw,gemini-3.1-flash-lite,True,humans; mice,species,organisms,not_applicable,not_applicable,report,english,The record describes a study on the immune function of neutrophils in humans and mice during viral respiratory infections.,989,124,
oai:open.canada.ca:450b67bb-02d5-4526-8bc0-ac7924125a1e,gemini-3.1-flash-lite,True,,none,forestry_agriculture_fisheries,yes,not_applicable,dataset,french,"The record describes a dataset of forest disturbances and health factors affecting trees, which falls under forestry management.",895,114,
oai:open.canada.ca:7cf96b71-594c-4200-9dc9-2baeb787b32c,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,french,The record describes a survey on business innovation and strategy for multinational enterprises and does not mention living organisms or ecosystems.,814,113,
oai:borealisdata.ca-dataverse-toronto:1190145,gemini-3.1-flash-lite,True,beech bark disease,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset containing field measurements of beech bark disease severity in a forest plot.,824,114,
oai:catalogue.data.gov.bc.ca:gulls-coastal-resource-information-management-system-crims,gemini-3.1-flash-lite,True,Gulls; Seabirds; marine bird; gulls,group,organisms,not_applicable,not_applicable,dataset,english,The record describes a dataset containing distribution and relative abundance information for gull species and seabirds in coastal British Columbia.,875,129,
oai:datadryad.org:doi:10.5061/dryad.ns1rn8q79,gemini-3.1-flash-lite,True,moose; Alces americanus,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset containing movement and monitoring data for moose (Alces americanus) to study their migration and survival.,944,133,
oai:open.yukon.ca-data:surface-disturbance-areal-features,gemini-3.1-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,"The record describes a dataset of anthropogenic surface disturbances and infrastructure, which does not concern living things or ecosystems.",1611,114,
oai:open.canada.ca:b3b9cb76-03c5-4d14-a240-220941d5a2de,gemini-3.1-flash-lite,True,orge; blé; lin; avoine; maïs; canola; soja; bétail,species,forestry_agriculture_fisheries,yes,not_applicable,dataset,french,The record provides agricultural biomass yield data for specific crop species and livestock requirements.,1005,160,
oai:open.moncton.ca:2253b5265af949d49b2c4173a8811b88,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,policy,english and french,The record is a municipal by-law document concerning council proceedings and does not mention living organisms or ecosystems.,750,114,
oai:abacus.library.ubc.ca-dataverse-statcan-public:45718,gemini-3.1-flash-lite,True,humans,species,human_health,not_applicable,not_applicable,report,english,The record is a report on human mortality rates linked to occupational groups and health outcomes.,907,118,
oai:open.canada.ca:0cbcb3d7-64db-4317-a832-589b49a38cff,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,other,french,"The record describes ministerial letters from the Yukon government, which is an administrative matter.",747,107,
oai:open.canada.ca:29fedb0e-1a98-4f62-a995-ea050baf25df,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,report,french,"The record describes the petrology, mineral composition, and geological history of volcanic rocks and nodules, which are non-living geological materials.",1077,120,
oai:datadryad.org:doi:10.5061/dryad.f4qrfj6vc,gemini-3.1-flash-lite,True,Canada lynx; Lynx canadensis,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset about the population dynamics and range distribution of the Canada lynx.,1071,127,
oai:abacus.library.ubc.ca-dataverse-statcan-public:45989,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,english,"The record describes a survey of post-secondary graduates regarding their labour-market experiences and education, which does not involve living organisms or ecosystems.",844,119,
oai:catalogue.cioos.ca:5bf77836-640a-4d64-b01f-35aca7eba556,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,"The record describes the deployment of a dissolved oxygen sensor to measure chemical properties of seawater, which is a physical environment measurement.",891,117,
oai:open.canada.ca:81a43e76-ac15-4bbc-a6e3-b1867c36f0bc,gemini-3.1-flash-lite,True,communautés végétales,group,land_and_boundaries,not_applicable,yes,dataset,french,"The record describes a digital mapping dataset of ecosystem units based on plant communities and terrain, which serves an ecological classification purpose.",1207,129,
oai:borealisdata.ca:385711_200569,gemini-3.1-flash-lite,True,wooded areas,group,land_and_boundaries,not_applicable,no,dataset,english,The record is a topographic map dataset that mentions wooded areas as a land feature but does not have an ecological or conservation purpose.,1101,128,
oai:open.canada.ca:9a51b3d5-4e3e-590f-a422-74e81c9e86f6,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,"The record describes seismic and magnetotelluric geophysical data collected for the LITHOPROBE project, which does not involve living organisms.",851,121,
oai:open.yukon.ca-data:mule-deer-wildlife-key-area-250k,gemini-3.1-flash-lite,True,Mule Deer,species,land_and_boundaries,not_applicable,yes,dataset,english,"The record describes a spatial dataset of wildlife key areas for Mule Deer, which is a land-based mapping product with a stated conservation purpose.",1084,125,
oai:opendata-cityofgp.hub.arcgis.com:65a30f733d394cf29072ef5d8cfd4c12,gemini-3.1-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,"The record describes an aerial orthophoto dataset of a city, which is a land-based cartographic product with no mention of living organisms or ecological purposes.",907,125,
oai:borealisdata.ca-dataverse-laurier:722159_137_716466,gemini-3.1-flash-lite,True,tree,group,forestry_agriculture_fisheries,yes,not_applicable,dataset,english,The record describes a dataset synthesizing tree stem density and seedling data following wildfires in boreal forests.,1118,120,
oai:opendata.vancouver.ca:building-footprints-2015,gemini-3.1-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,"The record describes a dataset of building footprints in the City of Vancouver, which is a land and development topic with no mention of living organisms or ecological purposes.",875,124,
oai:https-zenodo.org:10.5281/zenodo.17095146,gemini-3.1-flash-lite,True,mouse,species,organisms,not_applicable,not_applicable,dataset,english,The record describes a dataset containing RNA-sequencing results from a mouse model of Becker muscular dystrophy.,2685,119,
oai:data.portmoody.ca:a99e1a76ded9427aa7de021bf3aac456,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,other,english,The record pertains to economy and finance and does not mention living things or ecological subjects.,719,108,
oai:open.alberta.ca:gda-dig_2008_0135,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,The record describes a geological dataset concerning subsurface strata and basin fill in the Western Canada Sedimentary Basin.,1122,113,
oai:open.alberta.ca:gda-956e7b0c-8685-488f-84be-41f48ee1bbc8,gemini-3.1-flash-lite,True,VEGETATION,group,land_and_boundaries,not_applicable,yes,dataset,english,"The record describes an Ecological Land Classification dataset used to map study areas and vegetation, which serves an ecological purpose.",860,125,
oai:maps.grey.ca-pages-open-data:e76798edab984253881a6355fce0d35d,gemini-3.1-flash-lite,True,hydrophytic plants; water tolerant plants,group,land_and_boundaries,not_applicable,no,dataset,english,"The record provides the location of wetlands for an official plan, which is a land and boundary topic, and it does not state an ecological or conservation purpose for the mapping.",817,145,
oai:datadryad.org:doi:10.5061/dryad.gxd2547wk,gemini-3.1-flash-lite,True,Barnacles; Semibalanus balanoides; plants; fungi,species,organisms,not_applicable,not_applicable,dataset,english,The record provides research data on the reproductive phenology and population dynamics of the barnacle species Semibalanus balanoides.,1137,148,
oai:datadryad.org:doi:10.5061/dryad.5s3v5,gemini-3.1-flash-lite,True,plant; roots; vegetation,group,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset about the spatial heterogeneity of plant roots along an arctic elevational gradient.,1120,129,
oai:datadryad.org:doi:10.5061/dryad.ns1rn8q08,gemini-3.1-flash-lite,True,Nudibranchia; nudibranchs; chromodorid nudibranchs; Chromolaichma sedna; Chromolaichma hemera; gastropods,species,organisms,not_applicable,not_applicable,report,english,"The record is a scientific report detailing the molecular systematics, divergence rates, and species classification of nudibranchs.",1018,168,
oai:borealisdata.ca:380456_200569,gemini-3.1-flash-lite,True,wooded areas,group,land_and_boundaries,not_applicable,no,dataset,english,"The record is a topographic map which includes land cover features like wooded areas, but it is primarily a cartographic product without a stated ecological purpose.",1096,132,
oai:borealisdata.ca-dataverse-mcgill:661642_412093_423675_423677,gemini-3.1-flash-lite,True,SARS-CoV-2,species,human_health,not_applicable,not_applicable,dataset,english,The record is a dataset concerning the serological prevalence of the SARS-CoV-2 virus in a human population.,1129,128,
oai:open.canada.ca:d594608a-2882-40b9-ae8f-79d1a07ea029,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,french,The record is a financial dataset concerning the revenues and expenses of government business enterprises.,910,107,
oai:catalogue.data.gov.bc.ca:expected-timber-volume-gains-from-silvicultural-treatments,gemini-3.1-flash-lite,True,forest,group,forestry_agriculture_fisheries,no,not_applicable,dataset,english,"The record is a dataset about timber volume gains resulting from silvicultural treatments, which relates to forestry management rather than the biology of the organisms themselves.",1078,132,
oai:data.ontario.ca:forest-resource-mills,gemini-3.1-flash-lite,True,ressources forestieres,group,forestry_agriculture_fisheries,no,not_applicable,dataset,french,"The record provides a list of forest resource processing facilities and their licensing details, which relates to forestry management but focuses on administrative and business information rather than the organisms themselves.",890,138,
oai:data.ontario.ca:ontario-beekeepers-and-bee-yards,gemini-3.1-flash-lite,True,abeilles; abeilles mellifères,group,forestry_agriculture_fisheries,no,not_applicable,dataset,french,"The record is a dataset of beekeepers and bee yard locations managed under an agricultural program, focusing on registration and administrative oversight rather than the biology of the bees themselves.",949,145,
oai:open.canada.ca:fbf15fb8-b83a-4e3b-ba85-30617b57078c,gemini-3.1-flash-lite,True,faune; végétation,group,land_and_boundaries,not_applicable,yes,dataset,french,The record describes a dataset of public land use zones which are managed for purposes including the protection of wildlife and vegetation.,1098,131,
oai:open.alberta.ca:health-indicator-ischemic-heart-disease-age-standardized-incidence-rate,gemini-3.1-flash-lite,True,human,species,human_health,not_applicable,not_applicable,dataset,english,The record provides health surveillance data regarding ischemic heart disease in human populations.,803,115,
oai:open.canada.ca:a5cc48a4-56ae-55ae-8abc-85bbe0435961,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,"The record describes an airborne geophysical survey measuring total magnetic field, which is a physical measurement with no mention of living organisms.",843,117,
oai:borealisdata.ca-dataverse-carleton:465574,gemini-3.1-flash-lite,True,black-tailed prairie dog; Cynomys ludovicianus,species,organisms,not_applicable,not_applicable,dataset,english,The record provides microsatellite genotype data for a specific species to study its population genetics and genetic health.,879,135,
oai:open.alberta.ca:gda-dig_2014_0025,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,"The record describes a dataset of groundwater springs, water chemistry, and hydrogeology, which are physical and chemical environmental measurements.",1238,118,
oai:borealisdata.ca:59816,gemini-3.1-flash-lite,True,patients,species,human_health,not_applicable,not_applicable,dataset,english,The record contains clinical research data regarding cognitive function in human patients.,989,114,
oai:data.edmonton.ca:y354-d5xg,gemini-3.1-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,"The record describes municipal census data regarding population and employment status, which does not concern living organisms or ecosystems.",893,112,
oai:donneesquebec.ca:mesures_preventives_feux_foret,gemini-3.1-flash-lite,True,,none,land_and_boundaries,not_applicable,no,dataset,french,"The record provides a cartographic representation of territories subject to administrative restrictions related to forest fires, which is a land and boundary topic.",1741,119,
oai:data.ontario.ca:historical-fish-stocking-data,gemini-3.1-flash-lite,True,fish,group,forestry_agriculture_fisheries,yes,not_applicable,dataset,french,The record provides a dataset of historical fish stocking records including species and development stages.,898,118,
oai:open.canada.ca:700fe290-7653-49e1-b961-741dc1ead924,gemini-3.1-flash-lite,True,poissons; saumons; pou du poisson; Paramoeba; saumons de l'Atlantique,group,forestry_agriculture_fisheries,yes,not_applicable,report,french,"The record describes the management, health monitoring, and disease mitigation strategies for farmed salmon in British Columbia.",2286,156,
oai:donneesquebec.ca:historique-publique-d-embacles-repertories-au-msp,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,"The record describes a dataset of ice jams and river conditions for flood risk management, which is a physical environment topic.",1471,116,
oai:open.canada.ca:78de9218-7474-5408-86b9-e84c3f9cbbec,gemini-3.1-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,"The record describes seismic and magnetotelluric geophysical data collected during the LITHOPROBE project, which are physical measurements.",842,119,
oai:datadryad.org:doi:10.5061/dryad.9kd51c5d3,gemini-3.1-flash-lite,True,cetacean; invertebrates; fish; bowhead whales; beluga whales; short-beaked common dolphins; sperm whales; killer whale; marine consumers,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset containing stable isotope analysis data used to evaluate the trophic positions of various cetacean species and other marine organisms.,1234,183,
oai:open.library.ubc.ca-cIRcle-collections-birs:oai:circle.library.ubc.ca:2429/66667,gemini-3.1-flash-lite,False,,none,other,not_applicable,not_applicable,report,english,The record is a mathematical paper about graph theory and does not mention living organisms or ecosystems.,855,109,
oai:borealisdata.ca-dataverse-odesi-data:573899_493340,gemini-3.1-flash-lite,True,human,species,human_health,not_applicable,not_applicable,dataset,english,"The record is a dataset from the Canadian Community Health Survey, which focuses on human health status and health care utilization.",1307,124,
oai:catalogue-saintjohn.opendata.arcgis.com:a5c55a36da3447e8bf2607e6c9eb5936,gemini-3.1-flash-lite,True,Trees,group,land_and_boundaries,not_applicable,no,dataset,english,The record describes a dataset of tree canopy polygons derived from LiDAR data for the City of Saint John.,743,121,
oai:datadryad.org:doi:10.5061/dryad.6djh9w105,gemini-3.1-flash-lite,True,carabid beetles; Ants; non-vascular plants; ants; beetles; spiders; plants,group,organisms,not_applicable,not_applicable,report,english,The record describes a study evaluating the effects of wildfire and seismic lines on the biodiversity of various organism groups in boreal peatlands.,1067,163,
oai:open.canada.ca:cfcbba8c-35c9-4b1d-821c-26389a31351d,gemini-3.1-flash-lite,True,,none,land_and_boundaries,not_applicable,yes,dataset,french,"The record describes a wetland mapping dataset created for the Canadian Wetland Inventory, which is a land cover classification project with an ecological focus.",1354,119,
oai:https-zenodo.org:10.5281/zenodo.17107656,gemini-3.1-flash-lite,True,mouse,species,organisms,not_applicable,not_applicable,dataset,english,The record describes a dataset containing RNA-sequencing results from a mouse model used to study Becker muscular dystrophy.,2528,121,
oai:pangaea.de:10.1594/pangaea.956072,gemini-3.1-flash-lite,True,Vaccinium uliginosum; Empetrum nigrum; Pinus pumila; Pyrola sp.; Betula exilis; Aconogonon tripterocarpum; Alnus fruticosa; Cassiope tetragona; Dryas octopetala; Andromeda polifolia; Rubus sp.; Moss and lichen; Plants; Salix spp.; Rosa arctica; Vaccinium vitis-idaea; Equisetum arvense; Ledum palustre,species,organisms,not_applicable,not_applicable,dataset,english,The record provides raw biomass data for specific plant species and vegetation types collected during field surveys.,1457,263,
oai:data.novascotia.ca:dhns-eqjr,gemini-3.1-flash-lite,True,Aquaculture,group,forestry_agriculture_fisheries,no,not_applicable,dataset,english,"The record describes wave time series data collected for aquaculture management purposes, which falls under fisheries and aquaculture but focuses on physical deployment specifications rather than the organisms themselves.",809,134,
oai:datadryad.org:doi:10.5061/dryad.g7641,gemini-3.1-flash-lite,True,,none,organisms,not_applicable,not_applicable,dataset,english,The record describes a dataset based on an individual-based model investigating dispersal evolution and fitness in species during climate-induced range shifts.,1064,117,
oai:catalogue.data.gov.bc.ca:bc-health-distribution-of-practitioners-by-expenditure-range-and-fiscal-year-from-msp,gemini-3.1-flash-lite,False,,none,human_health,not_applicable,not_applicable,dataset,english,"The record concerns the distribution of human medical practitioners and their expenditure data, which does not involve living organisms or ecosystems in the context of the provided categories.",790,123,
