record_id,model,concerns_living_things,organisms,organism_level,topic,about_organisms_themselves,ecological_purpose_stated,form,language,model_reason,input_tokens,output_tokens,thinking_tokens
oai:data.ontario.ca:special-investigations-unit-investigations-launched-per-month,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,french,The record is an administrative dataset tracking monthly investigations launched by the Special Investigations Unit.,773,107,
oai:cen.ulaval.ca-nordicanad:10.5885/464010nd-787fab267,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,other,french,"The record is about Montagnais legends and does not concern living organisms, habitats, or environmental data.",731,112,
oai:catalogue.cioos.ca:ca-cioos_79d990b1-e07a-4f7c-a17d-5c6689e61ac0,gemini-3.5-flash-lite,True,spartines pectinées; alterniflore; élyme des sables d'Amérique; rosier rugueux,species,habitat_or_ecosystem,not_applicable,not_applicable,report,french,"The record describes a biophysical characterization and restoration project focusing on coastal erosion and habitat conservation, naming specific plant species used for restoration.",987,162,
oai:dataverse.harvard.edu-dataverse-prospereddata:3135934_3140460,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,english,The record is a dataverse hosting project data without mentioning any specific living organisms or ecological focus.,722,110,
oai:open.canada.ca:d6a9984c-348d-48dd-9a4f-6aaa1034a72a,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,french,The record is about computer peripheral price indexes and economics without any mention of living things.,801,108,
oai:borealisdata.ca-dataverse-ottawa:200359,gemini-3.5-flash-lite,True,human,group,human_health,not_applicable,not_applicable,dataset,english,"The record provides files for a 3D-printable surrogate lower limb designed to test assistive devices like ankle-foot orthoses, falling under human health as a dataset.",811,135,
oai:open.canada.ca:007844d9-cc42-4359-ad74-ba6962bd5dc6,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,french,"The record covers industry operating expenditures for advertising and related services, which does not involve living organisms or ecosystems.",785,112,
oai:catalogue.cioos.ca:ca-cioos_ccin-11925,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,"The record focuses on physical and chemical measurements like currents, temperature, and salinity in marine moorings without any living subjects.",1076,117,
oai:geoportal.gov.mb.ca:ca0bbe692d714849825d785b6960d3a8,gemini-3.5-flash-lite,True,forest; trees; treed areas,group,forestry_agriculture_fisheries,no,not_applicable,dataset,english,"The record provides a tiled map layer representing Canada's forested and treed areas for forest management, focusing on resource management and spatial data rather than biological studies.",1024,146,
oai:datastream.org:https://datastream.org/dataset/c2148a6a-008c-4e91-abb4-08805dc141d2,gemini-3.5-flash-lite,True,beaver,group,habitat_or_ecosystem,not_applicable,not_applicable,dataset,english,"The record describes a stream biomonitoring study investigating impacts on biodiversity, food web structure, and stream health.",831,128,
oai:open.canada.ca:840380b2-692a-4e1b-b6cf-84c2537e1bf2,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,The record provides temperature and frost measurements across Canada without mentioning any living things.,814,108,
oai:open.canada.ca:56256e6b-dbbf-44e9-b5b3-92489b056d70,gemini-3.5-flash-lite,True,Aboriginal,group,administrative,not_applicable,not_applicable,dataset,french,The record is a 2006 census dataset concerning the human population of Canada and includes Aboriginal identity as a demographic variable.,858,128,
oai:datadryad.org:doi:10.5061/dryad.5qfttdzbz,gemini-3.5-flash-lite,True,freshwater fish; golden perch; Macquaria ambigua; fish,species,organisms,not_applicable,not_applicable,report,english,"The record is about validating a population model for freshwater fish and specifically the golden perch, making it an organisms topic and report form.",1178,147,
oai:datadryad.org:doi:10.5061/dryad.zgmsbccnx,gemini-3.5-flash-lite,True,ground-nesting bees; wild bees; bee; Anthophila; ground-nesting bees; bees; ground-nesting (cavity-nesting) bees; ground-nesting bees; ground-nesting bee; ground-nesting bee; ground-nesting bee taxa; bees; ground-nesting bees,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset presenting data about ground-nesting bees and their associations with soil characteristics on farms.,1098,223,
oai:https-zenodo.org:10.5281/zenodo.12726270,gemini-3.5-flash-lite,True,forests,group,forestry_agriculture_fisheries,no,not_applicable,dataset,english,"The record provides code for calculating structural metrics of tropical forests using LiDAR data, which relates to forestry.",757,117,
oai:borealisdata.ca:211765_200569,gemini-3.5-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,"The record is a georeferenced topographic map sheet focusing on geographic features, infrastructure, and land cover with no ecological purpose stated or organisms named.",1100,123,
oai:catalogue.cioos.ca:ca-cioos_ccin-519,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,The record is about CTD oceanographic measurements such as temperature and salinity with no living subjects mentioned.,994,113,
oai:open.canada.ca:e1fa0090-4b06-e476-5c71-e2326666a4d0,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,The record provides digital marine seismic survey data and geological information without mentioning any living things.,959,110,
oai:catalogue.cioos.ca:ca-cioos_4c93ac96-0a9f-41d5-9505-80a3b24c30ae,gemini-3.5-flash-lite,True,poissons; invertébrés; macroinvertébrés,group,habitat_or_ecosystem,not_applicable,not_applicable,dataset,french,"The record describes a dataset establishing a nekton biodiversity baseline in an estuarine environment, focusing on ecological monitoring and fish and invertebrate sampling.",1142,149,
oai:open.canada.ca:568ed844-f851-44f4-8399-2c8bc3246ed9,gemini-3.5-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,french,The record provides digital spatial cadastral data representing property parcels and boundaries without mentioning any living organisms or ecological purpose.,911,115,
oai:catalogue.cioos.ca:65431990-245d-4559-bfed-539638acbed3,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,"The record is about a dissolved oxygen sensor deployed in the ocean, measuring physical and chemical parameters without mentioning any living organisms.",910,117,
oai:borealisdata.ca-dataverse-queens:565465_563202,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,"The record describes a public opinion survey about environmental and natural resource issues, which is administrative in nature and contains no living subjects or organisms.",909,118,
oai:catalogue.data.gov.bc.ca:capital-expenditure-projects-greater-than-50-million-tbl-2-9,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,"The record provides financial and expenditure project statistics for British Columbia, which falls under administrative topics with no mention of living organisms.",845,115,
oai:donneesquebec.ca:vmtl-organisations-partenaires-montreal-durable,gemini-3.5-flash-lite,True,,none,administrative,not_applicable,not_applicable,dataset,french,"The record is an administrative dataset presenting partner organizations and their commitments to a sustainable development plan, mentioning biodiversity and greening only as part of general priorities.",964,121,
oai:https-zenodo.org:10.5281/zenodo.15577059,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,french,The record provides a template and documentation guide for literature reviews and database searching methodologies without mentioning living things.,815,111,
oai:open.moncton.ca:a2a278f79f3d4601a98020feb254f2c7,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,other,english,"The record is an administrative planning advisory committee agenda containing no living organisms, habitats, or ecological purposes.",773,111,
oai:datadryad.org:doi:10.5061/dryad.d7wm37q94,gemini-3.5-flash-lite,True,crayfish; Faxonius limosus; snail; Helisoma trivolvis; snails,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset about behavioral and growth traits of specific snail and crayfish species under predation risk.,1020,151,
oai:open.moncton.ca:f80cd7682dd64319b0550b5179905128,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,other,english,The record is about an emergency railway repair on a road and does not mention living organisms or ecosystems.,749,111,
oai:pangaea.de:10.1594/pangaea.964398,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,The record contains physical measurements of solar irradiance above sea ice with no living subjects.,7916,109,
oai:borealisdata.ca-dataverse-ubc:157584_73894_115983,gemini-3.5-flash-lite,True,deciduous; coniferous; shrublands; Grasslands,group,land_and_boundaries,not_applicable,yes,dataset,english,The record uses aerial photographs to quantify historical landcover changes and landscape patterns with an ecological focus on vegetation types and burning.,1131,146,
oai:open.canada.ca:356e92f3-5bf3-4810-98b1-3e10cd7742aa,gemini-3.5-flash-lite,True,corals; sponges; éponges; coraux; pennatules; grandes et petites gorgones; Vazella pourtalesi,species,organisms,not_applicable,not_applicable,dataset,french,The record is a dataset about species distribution modelling of corals and sponges.,1488,162,
oai:borealisdata.ca-dataverse-calgary:881775_75362_867892,gemini-3.5-flash-lite,False,,none,human_health,not_applicable,not_applicable,dataset,french,The record is a virtual nursing simulation scenario focusing on post-operative complications and human patient care.,930,112,
oai:borealisdata.ca:385551_200569,gemini-3.5-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,The record is a georeferenced historical topographic map without an ecological or conservation purpose stated.,1105,112,
oai:datadryad.org:doi:10.5061/dryad.280gb5mtx,gemini-3.5-flash-lite,True,Red-eared sliders; Trachemys scripta elegans,species,organisms,not_applicable,not_applicable,dataset,english,"The record contains research data about the numerical cognition and relative quantity discrimination of a specific reptile species, Trachemys scripta elegans.",907,138,
oai:open.canada.ca:2dfa19db-a8cf-4460-97b9-710c2b856276,gemini-3.5-flash-lite,True,,none,organisms,not_applicable,not_applicable,dataset,french,The record is a dataset about coastal biodiversity trawls monitoring local species and their habitat use in Passamaquoddy Bay.,979,116,
oai:borealisdata.ca-dataverse-ubc:154174_150149,gemini-3.5-flash-lite,True,bird species,group,organisms,not_applicable,not_applicable,dataset,english,The record is a research dataset examining the physiological stress response of various bird species in relation to farmland diversification and landscape context.,1112,124,
oai:open.ottawa.ca:ceacd2a5505643dd8e4c1e98e9ddb8c3,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,french,"The record is about a general document classification system for municipal finance and administration, which does not concern living organisms.",836,113,
oai:borealisdata.ca-dataverse-montreal:687292_281357_281358,gemini-3.5-flash-lite,True,pumpkinseed sunfish; Lepomis gibbosus; trematodes; cestodes; Poissons d'eau douce; Freshwater fishes; Crapet-soleil,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset about the behavioural traits and infections of pumpkinseed sunfish.,962,168,
oai:frdr-dfdr.ca-go-waterinstitute:oai:www.frdr-dfdr.ca:5f813706-e806-4f30-b7b6-07c6a6c27b94,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,The record is about geochemical and mineral-water partitioning datasets with no mention of living things.,887,111,
oai:borealisdata.ca-dataverse-guelph:429570_16_41153_200396,gemini-3.5-flash-lite,True,broiler chickens; chickens,group,forestry_agriculture_fisheries,yes,not_applicable,dataset,english,This record is a dataset containing replication data about the mobility and health traits of different strains of broiler chickens in agriculture.,803,134,
oai:borealisdata.ca-dataverse-odesi-data:1289_493341,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,"The record provides survey data and analytical tables focused on the education, employment, and demographics of Aboriginal peoples in Canada without concerning living organisms or ecosystems.",1021,120,
oai:open.canada.ca:e72b5813-fb86-4ff8-b262-895e6c125142,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,The record measures water turbidity in surface water sources and does not mention living organisms.,995,109,
oai:open.library.ubc.ca-cIRcle-collections-birs:oai:circle.library.ubc.ca:2429/94755,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,english,The record presents a computational graph approach for transportation network modeling and does not mention living organisms or their ecosystems.,983,112,
oai:datadryad.org:doi:10.5061/dryad.n7fr3,gemini-3.5-flash-lite,True,North American red squirrel; Tamiasciurus hudsonicus,species,organisms,not_applicable,not_applicable,dataset,english,"The record is a dataset about natural selection traits in a specific animal species, Tamiasciurus hudsonicus.",1008,134,
oai:canwin-datahub.ad.umanitoba.ca:lwrc-sat-img,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,The record provides satellite images and links for Lake Winnipeg as physical data without mentioning living things.,802,111,
oai:borealisdata.ca-dataverse-carleton:81703_157_81319_81324_81583,gemini-3.5-flash-lite,True,animal,group,administrative,not_applicable,not_applicable,dataset,english,"The record is a public opinion poll dataset concerning social and political issues, mentioning animals briefly as part of public opinion questions.",1015,123,
oai:datadryad.org:doi:10.5061/dryad.17c6c77,gemini-3.5-flash-lite,True,Salmon; masu salmon; Oncorhynchus masou ishikawae,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset presenting behavioural and ecological research data on masu salmon and their foraging behaviour.,1054,139,
oai:open.canada.ca:d3e94658-8fc6-4af6-9c62-498d876f29af,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,french,The record provides economic and household wealth data and does not mention living organisms.,892,106,
oai:borealisdata.ca-dataverse-queens:954418,gemini-3.5-flash-lite,True,largemouth bass; Micropterus nigricans; salmonid fish species,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset accompanying a manuscript assessing the toxicological effects of 6PPD on largemouth bass organisms.,1107,145,
oai:data.ontario.ca:fisheries-habitat-and-species-database-west-region,gemini-3.5-flash-lite,True,poissons; mene long; villeuse irisee,species,forestry_agriculture_fisheries,yes,not_applicable,dataset,french,The record is a dataset about fish species and their habitats collected near highway stream crossings.,889,134,
oai:open.moncton.ca:588cc7c54fc2495e8359375788024257,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,other,english,"The record is about a road construction project and gas service installation, which does not involve living organisms or ecosystems.",743,113,
oai:https-zenodo.org:10.5281/zenodo.10938814,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,report,spanish,"The record is an overview of translation history, legislation, and professions in Canada without any focus on living organisms or ecosystems.",1148,115,
oai:data.ontario.ca:slaughter-statistics-from-provincially-licensed-facilities,gemini-3.5-flash-lite,True,poulets; porcs; moutons; dindes; veaux,group,forestry_agriculture_fisheries,no,not_applicable,dataset,french,The record is a dataset about livestock slaughter statistics and counts from licensed processing facilities in Ontario.,833,146,
oai:datadryad.org:doi:10.5061/dryad.486155q,gemini-3.5-flash-lite,True,social spiders; Anelosimus jabaquara; Anelosimus nigrescens; Anelosimus baeza; Anelosimus dubiosus,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset about the hunting performance and sociality of specific spider species.,1000,158,
oai:open.canada.ca:e6e11b99-f0cc-44f7-f5eb-3b995fb1637e,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,The record is about a topo-bathymetric digital elevation model and physical elevation data with no living organisms mentioned.,873,116,
oai:pangaea.de:10.1594/pangaea.965801,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,"The record is about raw multibeam echosounder water column data and bathymetry collected during a marine research cruise, with no living organisms as subjects.",1237,126,
oai:data.torontopolice.on.ca-pages-open-data:9388798a44cd4ee5bc175669d8b6fb13,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,The record is an administrative dataset about police use of force incidents and does not mention living organisms.,870,110,
oai:https-zenodo.org:10.5281/zenodo.14743986,gemini-3.5-flash-lite,True,,none,organisms,not_applicable,not_applicable,dataset,english,"The record provides CSV data outputs from fibre photometry equipment measuring hippocampal implants, concerning biological subjects without naming specific organisms.",770,113,
oai:datadryad.org:doi:10.5061/dryad.13ks6,gemini-3.5-flash-lite,True,Microtus pennsylvanicus; Blarina brevicauda,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset about the biomechanics and locomotion of specific small mammal species.,1166,131,
oai:open.canada.ca:395b47dc-f86a-4fbe-9704-f6ed959d6045,gemini-3.5-flash-lite,True,espèces d'arbres; insectes,group,forestry_agriculture_fisheries,yes,not_applicable,dataset,french,"The record provides a dataset of greenhouse gas emissions for forested ecosystems, utilizing forest inventory data and estimating growth and merchantable volume of dominant tree species.",1490,141,
oai:pangaea.de:10.1594/pangaea.962902,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,The dataset contains bulk geochemical and biomarker measurements from rock samples without any living subjects or ecological studies.,1229,112,
oai:borealisdata.ca-dataverse-odesi-data:572494_493340,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,"The record refers generally to a data repository service without mentioning living things, ecology, or specific subjects.",722,111,
oai:opendata.pickering.ca:82c580d45c0f4c4d961dbae592ed5222,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,The record is about groundwater recharge areas and hydrology without mentioning living things.,750,107,
oai:open.canada.ca:e94742d9-465f-4564-be91-5aa3c7f84964,gemini-3.5-flash-lite,True,macrophytes; zostère; Zostera marina L.,species,habitat_or_ecosystem,not_applicable,not_applicable,dataset,french,"The record contains survey data about the nearshore habitat and macrophytes of a lake, so it concerns living things within an ecosystem and is presented as a dataset.",1359,154,
oai:data.ontario.ca:animal-health-incident-reports,gemini-3.5-flash-lite,True,animaux,group,forestry_agriculture_fisheries,no,not_applicable,dataset,french,"The record provides data on animal health incidents, contacts, and lab reports under the Animal Health Act, making it related to agriculture and fisheries administration rather than biological research or specific organism studies.",857,140,
oai:open.canada.ca:54470edb-61b7-5585-b74c-05d3fd8a9543,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,"The record is about an international map series of the Great Bear River based on United Nations specifications, which is a geographic and physical mapping dataset.",779,121,
oai:open.library.ubc.ca-cIRcle-collections-birs:oai:circle.library.ubc.ca:2429/59813,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,other,english,"The record is a mathematical talk abstract about optimal tracking and game theory, with no mention of living things.",937,112,
oai:datadryad.org:doi:10.5061/dryad.stqjq2c3g,gemini-3.5-flash-lite,True,Woodland Caribou; Rangifer tarandus caribou; caribou,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset primarily about the demographic responses and vital rates of woodland caribou populations under climatic variation.,1092,140,
oai:open.ottawa.ca:9ab8b35019f547c994c22da287cad723,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,"The record provides a dataset of traffic collisions involving vehicles, pedestrians, and cyclists without focusing on living organisms or ecosystems.",931,114,
oai:borealisdata.ca-dataverse-mcgill:483786_403516_482577_483063_483785,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,The record contains geological BSE images of fault thin sections with no living things mentioned.,743,109,
oai:co-opendata-camaps.hub.arcgis.com:a9c1454035e74f34ad8e8098a27202c2,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,The record is about headwater drainage features and hydrology functions in the Humber River watershed without mentioning any living things.,898,115,
oai:frdr-dfdr.ca:oai:www.frdr-dfdr.ca:5f34f9b5-4e07-4200-a53a-e718b79c3eef,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,"The record focuses on permafrost, active layer thickness, and geophysical measurements with no living subjects.",1006,113,
oai:catalogue.cioos.ca:6b3e138b-799a-46d9-a115-02f4b09c70da,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,The record is about an oceanographic dissolved oxygen sensor deployment in Baynes Sound with no living organisms mentioned.,892,114,
oai:rowopendata-rmw.opendata.arcgis.com:5d90eeb4db7d49ab99f0565ff612eb1c,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,"The record provides a point dataset of places of worship and addresses in the City of Waterloo, which does not concern living organisms.",756,116,
oai:pangaea.de:10.1594/pangaea.962417,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,The record is about physical and chemical measurements such as pH values and sea ice physics without mentioning any living things.,938,115,
oai:data.ontario.ca:local-food-buying-behaviour-study,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,french,"The record contains statistical data about consumer behaviour related to purchasing local food, which is an economic and administrative topic without living organisms as subjects.",809,118,
oai:open.canada.ca:09266718-7281-5ac7-ba65-e2705e1506c7,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,The record provides seismic and magnetotelluric geophysical data archives with no mention of living things.,842,112,
oai:borealisdata.ca-dataverse-ubc:151077_150149,gemini-3.5-flash-lite,True,Pinus contorta; Dothistroma septosporum; Pinus banksiana,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset detailing gene expression and transcriptome analysis of specific tree and fungal species responding to infection.,2997,142,
oai:borealisdata.ca:203471_200569,gemini-3.5-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,The record is a topographic map sheet showing natural and man-made features without any specific ecological or conservation purpose stated.,1099,116,
oai:open.canada.ca:7966e0fc-8608-4727-9e3f-bf5180113690,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,french,"The record provides economic and financial resilience statistics for people, which does not concern living organisms, ecosystems, or related topics.",788,115,
oai:catalogue.data.gov.bc.ca:courts-completed-criminal-case-timeliness-5-year-location-report-dashboard-data,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,"The record is about criminal court case timeliness and statistics, which is an administrative topic involving no living organisms or ecological subjects.",984,115,
oai:datastream.org:https://datastream.org/en-ca/dataset/e2fa9823-6f54-4110-8fa1-92a312a432e9,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,The record provides physical-chemical water quality monitoring data without any mention of living organisms.,941,110,
oai:catalogue.data.gov.bc.ca:placer-tenures-lillooet-tsa,gemini-3.5-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,"The record is about placer tenures and geology in a forest district, containing no living organisms and stating no ecological purpose.",767,117,
oai:borealisdata.ca-dataverse-lethbridge:860636_854807,gemini-3.5-flash-lite,True,Tufted Puffin; Fratercula cirrhata; Seabirds,species,organisms,not_applicable,not_applicable,dataset,english,The record is about the population genetics and genomics of the tufted puffin species and provides genomic data.,1033,139,
oai:borealisdata.ca:49767_49766,gemini-3.5-flash-lite,True,,none,organisms,not_applicable,not_applicable,dataset,english,The record contains replication sequence data for life sciences.,732,102,
oai:open.toronto.ca:police-annual-statistical-report-gross-operating-budget,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,The record provides the gross operating budget and financial statistics for the Toronto Police Service with no mention of living organisms.,898,113,
oai:borealisdata.ca:70519_116,gemini-3.5-flash-lite,False,,none,human_health,not_applicable,not_applicable,dataset,english,"The record is about human alcohol consumption and gambling behaviours, so it does not concern living organisms in an ecological sense and is classified under human health.",1206,122,
oai:borealisdata.ca-dataverse-odesi-data:599343_493340,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,The record is about the Canadian Labour Force Survey providing economic and employment data.,1212,106,
oai:open.canada.ca:c063969a-403c-4c13-85fc-2282c3c4e2d1,gemini-3.5-flash-lite,True,espèces d'arbres,group,habitat_or_ecosystem,not_applicable,not_applicable,dataset,french,Le dossier présente des estimations des émissions de GES d'écosystèmes forestiers et se concentre sur la dynamique et les flux du carbone dans le parc national Yoho.,1484,144,
oai:datastream.org:https://datastream.org/dataset/14df89ea-b278-4c5e-b722-3302b09a7043,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,The record is about water quality monitoring and eutrophication in a lake without mentioning any specific living organisms.,870,113,
oai:open.canada.ca:fa518eb5-609a-41b7-8724-684bcc16c3a9,gemini-3.5-flash-lite,False,,none,human_health,not_applicable,not_applicable,dataset,french,The record provides life expectancy data for humans across various regions and is primarily about human health and statistics.,973,113,
oai:datadryad.org:doi:10.5061/dryad.1ns1rn8rm,gemini-3.5-flash-lite,True,Sphagnum; Sphagnum fuscum; S. magellanicum,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset about the environmental drivers and growth of Sphagnum species in peatlands.,1092,139,
oai:open.canada.ca:30e31f61-97a8-4e87-a339-87bf6f138428,gemini-3.5-flash-lite,True,Poisson de fond; Morue; aiglefin; goberge; Poisson plat; Flétan de l'Atlantique; Flétan du Groenland; Myxine; Brosme; Chien de mer; Sébaste; Merluche-écureuil; Merlu argenté; Merluche blanche; Baudroie; Chabot; Raie; Loup de mer; Calmar; Hareng; Maquereau; Grands poissons pélagiques; Thon rouge; Autres thons; Espadon; Crabe des neiges; Autres crabes; Pétoncle; Palourde hauturière; Crevette; Homard; Buccin,group,forestry_agriculture_fisheries,no,not_applicable,dataset,french,The record is a dataset presenting commercial fishery catch weight landings mapping and associated commercial harvest data for various marine species and groups in the Maritimes Region.,1519,368,
oai:borealisdata.ca-dataverse-toronto:411394_80832_82098,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,other,english,The record documents a human-related security incident at a village and does not concern living organisms or ecosystems.,768,112,
oai:open.library.ubc.ca-cIRcle-collections-birs:oai:circle.library.ubc.ca:2429/72291,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,other,english,"The record is about reinforcement learning algorithms and robotics locomotion, without focusing on real living organisms.",954,109,
oai:open.canada.ca:d0ec5070-683e-5dc9-b915-1e5815666adf,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,french,The record describes historical maps of railway freight traffic and does not concern living organisms or ecosystems.,927,109,
oai:open.canada.ca:c2bf018f-1028-5242-8d0a-b8289a67f0c9,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,french,"The record describes an airborne or marine geophysical survey measuring electromagnetic and magnetic fields, containing no living subjects.",853,113,
oai:frdr-dfdr.ca-repo-collection-szechtmanlab:oai:www.frdr-dfdr.ca:1e68104c-cae6-44f4-8b1d-77077a15b6ff,gemini-3.5-flash-lite,True,Male rats Long-Evans; rats,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset containing behavioral data and video recordings of rats used in a neuroscience study about compulsive checking.,1292,130,
oai:open.canada.ca:eecf698d-3564-4116-8af8-567fac69b3c4,gemini-3.5-flash-lite,False,,none,administrative,not_applicable,not_applicable,dataset,english,This record contains financial and tax revenue tables from a government budget and does not concern living organisms.,781,110,
oai:open.library.ubc.ca-cIRcle-collections-birs:oai:circle.library.ubc.ca:2429/49214,gemini-3.5-flash-lite,False,,none,other,not_applicable,not_applicable,dataset,english,This record is a mathematical publication about Poisson structures and geometry with no relation to living things.,742,109,
oai:datadryad.org:doi:10.5061/dryad.xwdbrv1p8,gemini-3.5-flash-lite,True,Drosophila nigrospiracula; flies,species,organisms,not_applicable,not_applicable,dataset,english,The record is a dataset presenting experimental results on predator-parasite interactions and trait-mediated indirect effects in the species Drosophila nigrospiracula.,999,138,
oai:datadryad.org:doi:10.5061/dryad.ttdz08m93,gemini-3.5-flash-lite,True,fish; Canadian Freshwater species; Canadian fish species,group,forestry_agriculture_fisheries,yes,not_applicable,dataset,english,"The record is a dataset presenting fish eDNA metabarcoding primers and species data, concerning living fish organisms and their taxonomy.",989,141,
oai:datadryad.org:doi:10.5061/dryad.63xsj3v2g,gemini-3.5-flash-lite,True,bumble bees; Bombus,group,organisms,not_applicable,not_applicable,dataset,english,"The record is a dataset about bumble bee pollen collection patterns, diets, and phylogenetic traits.",1076,125,
oai:https-zenodo.org:10.5281/zenodo.17393661,gemini-3.5-flash-lite,False,,none,physical_environment,not_applicable,not_applicable,dataset,english,The record is about bathymetry and sonar imagery from a geological expedition with no living organisms mentioned.,892,113,
oai:borealisdata.ca:392114_200569,gemini-3.5-flash-lite,False,,none,land_and_boundaries,not_applicable,no,dataset,english,The record is a georeferenced historical topographic map dataset showing natural and man-made features without an ecological purpose stated.,1097,118,
oai:geoportal.gov.mb.ca:c83dba7d911f428a84c88a68990626bd,gemini-3.5-flash-lite,True,Forests,group,forestry_agriculture_fisheries,no,not_applicable,dataset,english,The record is about managed forests as a geographic forestry resource rather than biology or ecology.,761,120,
oai:https-zenodo.org:10.5281/zenodo.15173440,gemini-3.5-flash-lite,False,,none,human_health,not_applicable,not_applicable,report,english,The record is a research paper focusing on human psychological and neurological effects of abuse rather than living organisms in an ecological or biological sense.,864,119,
